,DOI,Publisher,prefix,publisher_name
8588,10.1007/s00031-016-9411-8,Springer Basel AG,10.1007,Springer Science and Business Media LLC
8589,10.1017/fms.2018.19,Cambridge University Press,10.1017,Cambridge University Press (CUP)
8590,10.1163/9789004305809_011,Brill,10.1163,Brill
8591,10.1007/978-3-030-37191-3_22,Springer Link,10.1007,Springer Science and Business Media LLC
8592,10.1177/0042098019872167,Sage,10.1177,SAGE Publications
8593,10.1007/978-3-319-51914-2,Springer International Publishing,10.1007,Springer Science and Business Media LLC
8594,10.11647/OBP.0078,Open Book Publishers,10.11647,Open Book Publishers
8595,10.7208/chicago/9780226196503.001.0001,University of Chicago Press,10.7208,University of Chicago Press
8596,10.3310/pgfar03060,National Institute for Health Research Programme Grants for Applied Research Programme,10.3310,National Institute for Health and Care Research
8597,10.3310/pgfar03060,National Institute for Health Research Programme Grants for Applied Research Programme,10.3310,National Institute for Health and Care Research
8598,10.1371/journal.pone.0155434,Public Library of Science (PLoS),10.1371,Public Library of Science (PLoS)
8599,10.1002/mus.25724,John Wiley & Sons,10.1002,Wiley
8600,10.1080/14999013.2019.1619636,Taylor and Francis,10.1080,Informa UK Limited
8601,10.3310/phr03070,National Institute for Health Research,10.3310,National Institute for Health and Care Research
8602,10.1016/j.polgeo.2019.102039,Elsevier Science Inc.,10.1016,Elsevier BV
8603,10.5040/9781474200868.ch-003,Hart Publishing,10.5040,Bloomsbury Academic
8604,10.1038/s41477-018-0189-7,Springer Science and Business Media LLC,10.1038,Springer Science and Business Media LLC
8605,10.1080/17530350.2018.1481878,Routledge,10.1080,Informa UK Limited
8606,10.1007/s11747-019-00676-4,Springer,10.1007,Springer Science and Business Media LLC
8607,10.1108/JPBM-01-2014-0485,Emerald,10.1108,Emerald
8608,10.1111/mafi.12227,"Wiley-Blackwell Publishing, Inc.",10.1111,Wiley
8609,10.1093/restud/rdv032,Oxford University Press (OUP),10.1093,Oxford University Press (OUP)
8610,10.1515/9783110411867,De Gruyter,10.1515,Walter de Gruyter GmbH
8611,10.1163/9789004313354_007,Brill,10.1163,Brill
8612,10.13140/RG.2.2.29812.91527,Cambridge Primary Review Trust,10.13140,
8613,10.1080/03004430.2018.1431231,Informa UK Limited,10.1080,Informa UK Limited
8614,10.1108/ARCH-07-2020-0132,Emerald,10.1108,Emerald
8615,10.1016/j.compedu.2019.03.003,Elsevier,10.1016,Elsevier BV
8616,10.1038/srep05195,Nature Publishing Group,10.1038,Springer Science and Business Media LLC
8617,10.1038/s41593-020-0623-9,SpringerNature,10.1038,Springer Science and Business Media LLC
8618,10.1093/acprof:oso/9780198717171.001.0001,Oxford University Press,10.1093,Oxford University Press (OUP)
8619,10.1093/acprof:oso/9780198717171.001.0001,Oxford University Press,10.1093,Oxford University Press (OUP)
8620,10.1186/1471-2474-15-282,Biomed Central,10.1186,Springer Science and Business Media LLC
8621,10.1007/978-3-030-31150-6_8,Springer,10.1007,Springer Science and Business Media LLC
8622,10.1017/CBO9780511751691,Cambridge University Press,10.1017,Cambridge University Press (CUP)
8623,10.1007/978-3-319-71586-5,Palgrave Macmillan,10.1007,Springer Science and Business Media LLC
8624,10.1007/978-3-319-52491-7_4,Springer Verlag,10.1007,Springer Science and Business Media LLC
8625,10.1017/CBO9781139015172,Cambridge University Press,10.1017,Cambridge University Press (CUP)
8626,10.1017/CBO9781107360174.005,Cambridge University Press,10.1017,Cambridge University Press (CUP)
8627,10.1017/CBO9781107360174.005,Cambridge University Press,10.1017,Cambridge University Press (CUP)
8628,10.1057/978-1-349-95185-7_12,Palgrave,10.1057,Springer Science and Business Media LLC
8629,10.1057/978-1-137-53308-1,Palgrave,10.1057,Springer Science and Business Media LLC
8630,10.1007/978-3-319-64912-2,Palgrave,10.1007,Springer Science and Business Media LLC
8631,10.4337/9781788970594,Edward Elgar,10.4337,Edward Elgar Publishing
8632,10.1017/cbo9781107300491.016,Cambridge University Press,10.1017,Cambridge University Press (CUP)
8633,10.1109/comst.2017.2748998,Institute of Electrical and Electronics Engineers (IEEE),10.1109,Institute of Electrical and Electronics Engineers (IEEE)
8634,10.4324/9781351245708,Routledge,10.4324,Informa UK Limited
8635,10.1017/9781108754859.004,Cambridge University Press,10.1017,Cambridge University Press (CUP)
8636,10.1163/9789004407602,Brill,10.1163,Brill
8637,10.4324/9781315311937,Routledge,10.4324,Informa UK Limited
8638,10.5040/9781474202626,Hart Publishing,10.5040,Bloomsbury Academic
8639,10.4324/9780429447174,Routledge Taylor & Francis Group,10.4324,Informa UK Limited
8640,10.1017/9781108754859,Cambridge University Press (CUP),10.1017,Cambridge University Press (CUP)
8641,10.1017/9781108754859.003,Cambridge University Press,10.1017,Cambridge University Press (CUP)
8642,10.1145/2723372.2737785,ACM,10.1145,Association for Computing Machinery (ACM)
8643,10.1017/CBO9781316104767,Cambridge University Press,10.1017,Cambridge University Press (CUP)
8644,10.1093/oso/9780198823445.003.0010,Oxford University Press,10.1093,Oxford University Press (OUP)
8645,10.1057/978-1-137-58261-4,Palgrave Macmillan,10.1057,Springer Science and Business Media LLC
8646,10.1145/3134428,ACM,10.1145,Association for Computing Machinery (ACM)
8647,10.1017/9781316340530.013,Cambridge University Press,10.1017,Cambridge University Press (CUP)
8648,10.1109/JSEN.2017.2782751,Institute of Electrical and Electronic Engineers,10.1109,Institute of Electrical and Electronics Engineers (IEEE)
8649,10.1007/978-3-319-27810-0_6,Springer,10.1007,Springer Science and Business Media LLC
8650,10.1177/0264550518776768,SAGE Publications,10.1177,SAGE Publications
8651,10.1002/adfm.201704569,Wiley - V C H Verlag GmbH & Co. KGaA,10.1002,Wiley
8652,10.1021/acs.jpclett.5b00417,American Chemical Society,10.1021,American Chemical Society (ACS)
8653,10.1016/j.addbeh.2018.09.007,Elsevier,10.1016,Elsevier BV
8654,10.4324/9780429053511-2,Routledge,10.4324,Informa UK Limited
8655,10.1007/978-981-10-4502-8_4,Springer Singapore,10.1007,Springer Science and Business Media LLC
8656,10.1177/0263276415592245,SAGE Publications,10.1177,SAGE Publications
8657,10.1002/smj.2439,John Wiley & Sons Ltd.,10.1002,Wiley
8658,10.5040/9781474202602.ch-004,Hart,10.5040,Bloomsbury Academic
8659,10.3390/catal7120358,MDPI,10.3390,MDPI AG
8660,10.1007/s00163-019-00322-8,Springer Science and Business Media LLC,10.1007,Springer Science and Business Media LLC
8661,10.1093/oso/9780198821977.003.0010,Oxford University Press,10.1093,Oxford University Press (OUP)
8662,10.1016/j.compstruct.2015.06.056,Elsevier Ltd,10.1016,Elsevier BV
8663,10.1038/s41467-017-02100-3,Springer Nature,10.1038,Springer Science and Business Media LLC
8664,10.1057/978-1-137-57875-4,Palgrave,10.1057,Springer Science and Business Media LLC
8665,10.1080/14747731.2016.1155340,Routledge,10.1080,Informa UK Limited
8666,10.1057/978-1-137-55868-8,Palgrave Macmillan Ltd.,10.1057,Springer Science and Business Media LLC
8667,10.1007/978-3-030-24078-3_6,Springer,10.1007,Springer Science and Business Media LLC
8668,10.1080/09537287.2016.1166278,Taylor & Francis,10.1080,Informa UK Limited
8669,10.5876/9781607325949.c011,University Press of Colorado,10.5876,University Press of Colorado
8670,10.3366/edinburgh/9781474401128.003.0002,Edinburgh University Press,10.3366,Edinburgh University Press
8671,10.4324/9780429056741,Routledge,10.4324,Informa UK Limited
8672,10.1093/oxfordhb/9780199655366.001.0001,Oxford University Press,10.1093,Oxford University Press (OUP)
8673,10.1017/S0960777314000186,Cambridge University Press,10.1017,Cambridge University Press (CUP)
8674,10.5749/minnesota/9780816693122.001.0001,University of Minnesota Press,10.5749,University of Minnesota Press
8675,10.1017/S2071832200018988,German Law Journal,10.1017,Cambridge University Press (CUP)
8676,10.4324/9781315673769,Routledge,10.4324,Informa UK Limited
8677,10.4324/9780429460357,Routledge,10.4324,Informa UK Limited
8678,10.1111/jpim.12322,John Wiley & Sons Ltd.,10.1111,Wiley
8679,10.4324/9781315225418,Routledge,10.4324,Informa UK Limited
8680,10.1111/rssc.12299,Wiley,10.1111,Wiley
8681,10.1093/oso/9780198812142.001.0001,Oxford University Press,10.1093,Oxford University Press (OUP)
8682,10.1093/oso/9780198812142.001.0001,Oxford University Press,10.1093,Oxford University Press (OUP)
8683,10.1016/j.appet.2014.05.008,Elsevier,10.1016,Elsevier BV
8684,10.1007/978-3-030-31073-8,Palgrave Macmillan,10.1007,Springer Science and Business Media LLC
8685,10.4324/9781315718682,Routledge,10.4324,Informa UK Limited
8686,10.1112/plms.12059,Wiley,10.1112,Wiley
8687,10.1112/plms/pdw004,Oxford University Press,10.1112,Wiley
8688,10.1093/acprof%3Aoso/9780198778158.001.0001,Oxford University Press,10.1093,Oxford University Press (OUP)
8689,10.1017/9781108886123,Cambridge University Press,10.1017,Cambridge University Press (CUP)
8690,10.1017/CCO9781139034401,Cambridge University Press,10.1017,Cambridge University Press (CUP)
8691,10.1017/CBO9781139629256,Cambridge University Press,10.1017,Cambridge University Press (CUP)
8692,10.1257/app.20160262,American Economic Association,10.1257,American Economic Association
8693,10.3310/hta23620,NIHR Health Technology Assessment Programme,10.3310,National Institute for Health and Care Research
8694,10.1080/00455091.2018.1512819,Routledge,10.1080,Informa UK Limited
8695,10.1172/jci.insight.85922,American Society for Clinical Investigation,10.1172,American Society for Clinical Investigation
8696,10.1093/alcalc/agx123,Oxford University Press,10.1093,Oxford University Press (OUP)
8697,10.1007/978-3-319-74243-4_7,Palgrave Macmillan,10.1007,Springer Science and Business Media LLC
8698,10.5040/9781509928712,Hart Publishing,10.5040,Bloomsbury Academic
8699,10.1037/apl0000286,American Psychological Association,10.1037,American Psychological Association (APA)
8700,10.1136/bmj.k2478,BMJ Publishing Group Ltd.,10.1136,BMJ
8701,10.1163/9789004419230_014,Brill Academic Publishers,10.1163,Brill
8702,10.1108/S0733-558X20190000062006,Emerald Publishing,10.1108,Emerald
8703,10.1371/journal.pcbi.1007836,Public Library of Science,10.1371,Public Library of Science (PLoS)
8704,10.1080/0950236X.2017.1229904,Taylor and Francis,10.1080,Informa UK Limited
8705,10.1215/00166928-3512297,Duke University Press,10.1215,Duke University Press
8706,10.1215/9780822376170,Duke University Press,10.1215,Duke University Press
8707,10.18356/34d1e2a0-en,UN,10.18356,United Nations Publications
8708,10.1016/j.annals.2013.11.001,Pergamon,10.1016,Elsevier BV
8709,10.1007/978-3-642-45094-5,Springer,10.1007,Springer Science and Business Media LLC
8710,10.4337/9781788977821.00010,Edward Elgar Publishing,10.4337,Edward Elgar Publishing
8711,10.1016/j.landusepol.2017.12.056,Elsevier BV,10.1016,Elsevier BV
8712,10.4337/9781786434074.00016,Edward Elgar,10.4337,Edward Elgar Publishing
8713,10.1007/978-3-030-42367-4,Springer,10.1007,Springer Science and Business Media LLC
8714,10.3390/ijms21082743,MDPI,10.3390,MDPI AG
8715,10.1016/j.ijpara.2015.12.001,Elsevier,10.1016,Elsevier BV
8716,10.1371/journal.pntd.0002924,Public Library of Science,10.1371,Public Library of Science (PLoS)
8717,10.1057/978-1-137-50737-2,Palgrave Macmillan,10.1057,Springer Science and Business Media LLC
8718,10.1163/9789004443433_013,Brill Academic Publishers,10.1163,Brill
8719,10.1017/9781108596251,Cambridge University Press,10.1017,Cambridge University Press (CUP)
8720,10.1093/oxfordhb/9780199660841.013.24,Oxford University Press,10.1093,Oxford University Press (OUP)
8721,10.1080/10486801.2016.1143820,Taylor & Francis,10.1080,Informa UK Limited
8722,10.1038/s41562-017-0044,Springer Nature Group,10.1038,Springer Science and Business Media LLC
8723,10.1088/2041-8205/781/2/L27,"Institute of Physics Publishing, Inc.",10.1088,IOP Publishing
8724,10.1016/j.jnca.2016.11.023,Elsevier BV,10.1016,Elsevier BV
8725,10.1163/9789004302426_009,Brill/Rodopi,10.1163,Brill
8726,10.1515/9783110310641,De Gruyter,10.1515,Walter de Gruyter GmbH
8727,10.1109/TCC.2016.2525991,IEEE,10.1109,Institute of Electrical and Electronics Engineers (IEEE)
8728,10.1093/oso/9780198844082.003.0021,Oxford University Press,10.1093,Oxford University Press (OUP)
8729,10.1177/1329878X17693933,Sage,10.1177,SAGE Publications
8730,10.4324/9781315602769,Routledge,10.4324,Informa UK Limited
8731,10.1007/978-3-319-67907-5,Springer International Publishing,10.1007,Springer Science and Business Media LLC
8732,10.1093/acprof:oso/9780198713869.001.0001,Oxford University Press,10.1093,Oxford University Press (OUP)
8733,10.1080/10464883.2015.1063395,Taylor & Francis,10.1080,Informa UK Limited
8734,10.1093/oso/9780198801221.001.0001,Oxford University Press,10.1093,Oxford University Press (OUP)
8735,10.1002/9781118832196,Wiley-Blackwell,10.1002,Wiley
8736,10.1016/j.jeconom.2017.05.019,Elsevier BV,10.1016,Elsevier BV
8737,10.16995/olh.252,Open Library of Humanities,10.16995,Open Library of the Humanities
8738,10.1017/9781108186650.009,CUP,10.1017,Cambridge University Press (CUP)
8739,10.1145/3055399.3055500,ACM,10.1145,Association for Computing Machinery (ACM)
8740,10.1007/978-981-13-5749-7_19,Springer Singapore,10.1007,Springer Science and Business Media LLC
8741,10.1093/jsh/shx034,Oxford University Press,10.1093,Oxford University Press (OUP)
8742,10.1515/9783110482201-015,de Gruyter,10.1515,Walter de Gruyter GmbH
8743,10.1057/s41282-020-00163-8,Palgrave Macmillan,10.1057,Springer Science and Business Media LLC
8744,10.1002/9781118610169,Wiley,10.1002,Wiley
8745,10.1371/journal.pone.0205485,Public Library of Science (PLoS),10.1371,Public Library of Science (PLoS)
8746,10.1192/bjp.2019.251,Royal College of Psychiatrists,10.1192,Royal College of Psychiatrists
8747,10.1016/j.cogpsych.2020.101331,Elsevier,10.1016,Elsevier BV
8748,10.1016/j.psychres.2017.11.077,Elsevier BV,10.1016,Elsevier BV
8749,10.1111/jir.12692,Wiley-Blackwell Publishing Ltd.,10.1111,Wiley
8750,10.1017/9781108394918,Cambridge University Press,10.1017,Cambridge University Press (CUP)
8751,10.4324/9780203071007,Routledge,10.4324,Informa UK Limited
8752,10.1080/14647893.2018.1463361,Informa UK Limited,10.1080,Informa UK Limited
8753,10.1016/j.addbeh.2019.05.013,Elsevier BV,10.1016,Elsevier BV
8754,10.1038/s41586-018-0325-6,Nature Publishing,10.1038,Springer Science and Business Media LLC
8755,10.1038/s41467-019-10644-9,Nature Publishing Group,10.1038,Springer Science and Business Media LLC
8756,10.1057/9781137298157,Palgrave Macmillan,10.1057,Springer Science and Business Media LLC
8757,10.4337/9781781954492.00007,Edward Elgar Publishing Ltd.,10.4337,Edward Elgar Publishing
8758,10.1057/9781137494924,Palgrave Macmillan UK.,10.1057,Springer Science and Business Media LLC
8759,10.4337/9781785369995.00026,Edward Elgar Publishing,10.4337,Edward Elgar Publishing
8760,10.1007/978-3-319-67897-9,Springer,10.1007,Springer Science and Business Media LLC
8761,10.1163/9789004324220_003,Brill,10.1163,Brill
8762,10.1525/luminos.14,University of California Press,10.1525,University of California Press
8763,10.1016/j.respol.2013.07.012,Elsevier BV,10.1016,Elsevier BV
8764,10.4324/9781315738475,Routledge,10.4324,Informa UK Limited
8765,10.4324/9781315738475,Routledge,10.4324,Informa UK Limited
8766,10.1017/lst.2018.9,Cambridge University Press,10.1017,Cambridge University Press (CUP)
8767,10.4337/9781788119108,Edward Elgar Publishing Ltd,10.4337,Edward Elgar Publishing
8768,10.1007/978-3-319-39001-7_7,Palgrave Macmillan,10.1007,Springer Science and Business Media LLC
8769,10.1017/9781108918787,Cambridge University Press,10.1017,Cambridge University Press (CUP)
8770,10.4018/978-1-4666-9567-2.ch012,IGI Global,10.4018,IGI Global
8771,10.1057/978-1-137-46269-5,Palgrave Macmillan,10.1057,Springer Science and Business Media LLC
8772,10.1007/978-3-319-72637-3,Palgrave Macmillan,10.1007,Springer Science and Business Media LLC
8773,10.1177/0950017016638994,Sage Publications Ltd.,10.1177,SAGE Publications
8774,10.1007/978-3-319-93384-9_7,Springer International Publishing,10.1007,Springer Science and Business Media LLC
8775,10.1163/9789004423824,Brill,10.1163,Brill
8776,10.1016/j.respol.2017.02.001,Elsevier,10.1016,Elsevier BV
8777,10.1016/j.tourman.2017.11.010,Elsevier,10.1016,Elsevier BV
8778,10.1007/978-3-030-55586-3_7,Palgrave Macmillan,10.1007,Springer Science and Business Media LLC
8779,10.3310/hsdr08330,National Institute for Health Research,10.3310,National Institute for Health and Care Research
8780,10.4337/9781781004555,Edward Elgar,10.4337,Edward Elgar Publishing
8781,10.1007/978-1-137-46717-1,Palgrave Macmillian,10.1007,Springer Science and Business Media LLC
8782,10.1007/978-3-319-52818-2,Palgrave Macmillan,10.1007,Springer Science and Business Media LLC
8783,10.1017/9780511862489.006,Cambridge University Press,10.1017,Cambridge University Press (CUP)
8784,10.1215/10642684-8618756,Duke University Press,10.1215,Duke University Press
8785,10.1039/C6NR08807D,Royal Society of Chemistry,10.1039,Royal Society of Chemistry (RSC)
8786,10.5194/dwes-7-53-2014,Copernicus GmbH,10.5194,Copernicus GmbH
8787,10.1080/0950236X.2016.1129735,Routledge Journals,10.1080,Informa UK Limited
8788,10.1093/oso/9780190848620.001.0001,Oxford University Press,10.1093,Oxford University Press (OUP)
8789,10.1177/1462474516645690,Sage,10.1177,SAGE Publications
8790,10.5040/9781509905164.ch-009,Hart/Bloomsbury,10.5040,Bloomsbury Academic
8791,10.1177/1741659018773848,SAGE Publications,10.1177,SAGE Publications
